tbodyaccmeanx,tbodyaccmeany,tbodyaccmeanz,tgravityaccmeanx,tgravityaccmeany,tgravityaccmeanz,tbodyaccjerkmeanx,tbodyaccjerkmeany,tbodyaccjerkmeanz,tbodygyromeanx,tbodygyromeany,tbodygyromeanz,tbodygyrojerkmeanx,tbodygyrojerkmeany,tbodygyrojerkmeanz,tbodyaccmagmean,tgravityaccmagmean,tbodyaccjerkmagmean,tbodygyromagmean,tbodygyrojerkmagmean
-2.6316812,-9.008054,0.5640877,-3.0372937,-9.2452965,0.27803335,0.012698127,-0.02990644,-0.06333868,-0.19303492,-0.21232753,-0.015184327,-0.005343384,0.011538941,-0.004533814,9.401541,9.735397,0.07118586,0.28736043,0.013500163
-2.5341055,-9.066425,-0.74253464,-2.6944225,-9.237507,-0.8237975,0.015279156,6.791687E-5,-0.050124448,0.120182894,-0.03802613,-0.07315506,-6.615423E-4,-0.011563332,-9.706558E-4,9.443151,9.657644,0.0524015,0.1457449,0.0116228415
-2.377295,-9.418247,-0.22053938,-2.905918,-9.237833,-0.42025712,-0.011092322,0.0011318207,0.045458104,-0.22487366,-0.29762524,-0.0795088,0.013933716,0.005641724,0.0014230958,9.716149,9.693221,0.046805553,0.3814061,0.015099758
-2.6316812,-9.008054,0.5640877,-3.0372937,-9.2452965,0.27803335,0.012698127,-0.02990644,-0.06333868,-0.19303492,-0.21232753,-0.015184327,-0.005343384,0.011538941,-0.004533814,9.401541,9.735397,0.07118586,0.28736043,0.013500163
-2.5341055,-9.066425,-0.74253464,-2.6944225,-9.237507,-0.8237975,0.015279156,6.791687E-5,-0.050124448,0.120182894,-0.03802613,-0.07315506,-6.615423E-4,-0.011563332,-9.706558E-4,9.443151,9.657644,0.0524015,0.1457449,0.0116228415
-2.9698117,-8.883118,-0.7939546,-2.6541853,-9.178572,-1.0892404,-0.017855164,-2.4639894E-4,0.08739537,-0.0016365967,-0.25644642,0.02542322,-0.005939942,-0.0032128908,0.00845398,9.399996,9.616513,0.089200996,0.25770873,0.010820136
-2.377295,-9.418247,-0.22053938,-2.905918,-9.237833,-0.42025712,-0.011092322,0.0011318207,0.045458104,-0.22487366,-0.29762524,-0.0795088,0.013933716,0.005641724,0.0014230958,9.716149,9.693221,0.046805553,0.3814061,0.015099758
-2.6316812,-9.008054,0.5640877,-3.0372937,-9.2452965,0.27803335,0.012698127,-0.02990644,-0.06333868,-0.19303492,-0.21232753,-0.015184327,-0.005343384,0.011538941,-0.004533814,9.401541,9.735397,0.07118586,0.28736043,0.013500163
-2.5341055,-9.066425,-0.74253464,-2.6944225,-9.237507,-0.8237975,0.015279156,6.791687E-5,-0.050124448,0.120182894,-0.03802613,-0.07315506,-6.615423E-4,-0.011563332,-9.706558E-4,9.443151,9.657644,0.0524015,0.1457449,0.0116228415
-2.9698117,-8.883118,-0.7939546,-2.6541853,-9.178572,-1.0892404,-0.017855164,-2.4639894E-4,0.08739537,-0.0016365967,-0.25644642,0.02542322,-0.005939942,-0.0032128908,0.00845398,9.399996,9.616513,0.089200996,0.25770873,0.010820136
-2.377295,-9.418247,-0.22053938,-2.905918,-9.237833,-0.42025712,-0.011092322,0.0011318207,0.045458104,-0.22487366,-0.29762524,-0.0795088,0.013933716,0.005641724,0.0014230958,9.716149,9.693221,0.046805553,0.3814061,0.015099758
-2.6316812,-9.008054,0.5640877,-3.0372937,-9.2452965,0.27803335,0.012698127,-0.02990644,-0.06333868,-0.19303492,-0.21232753,-0.015184327,-0.005343384,0.011538941,-0.004533814,9.401541,9.735397,0.07118586,0.28736043,0.013500163
-2.5341055,-9.066425,-0.74253464,-2.6944225,-9.237507,-0.8237975,0.015279156,6.791687E-5,-0.050124448,0.120182894,-0.03802613,-0.07315506,-6.615423E-4,-0.011563332,-9.706558E-4,9.443151,9.657644,0.0524015,0.1457449,0.0116228415
-2.9698117,-8.883118,-0.7939546,-2.6541853,-9.178572,-1.0892404,-0.017855164,-2.4639894E-4,0.08739537,-0.0016365967,-0.25644642,0.02542322,-0.005939942,-0.0032128908,0.00845398,9.399996,9.616513,0.089200996,0.25770873,0.010820136
-2.377295,-9.418247,-0.22053938,-2.905918,-9.237833,-0.42025712,-0.011092322,0.0011318207,0.045458104,-0.22487366,-0.29762524,-0.0795088,0.013933716,0.005641724,0.0014230958,9.716149,9.693221,0.046805553,0.3814061,0.015099758
-1.7880125,-9.093813,-2.0415583,-2.2638674,-9.040545,-2.4726431,-0.013643783,0.005343155,2.323456E-4,-0.056919314,-0.5222586,-0.16001734,-0.013405274,0.014802857,0.004124756,9.490121,9.642122,0.014654558,0.5491806,0.020392144
-2.5341055,-9.066425,-0.74253464,-2.6944225,-9.237507,-0.8237975,0.015279156,6.791687E-5,-0.050124448,0.120182894,-0.03802613,-0.07315506,-6.615423E-4,-0.011563332,-9.706558E-4,9.443151,9.657644,0.0524015,0.1457449,0.0116228415
-2.9698117,-8.883118,-0.7939546,-2.6541853,-9.178572,-1.0892404,-0.017855164,-2.4639894E-4,0.08739537,-0.0016365967,-0.25644642,0.02542322,-0.005939942,-0.0032128908,0.00845398,9.399996,9.616513,0.089200996,0.25770873,0.010820136
-2.377295,-9.418247,-0.22053938,-2.905918,-9.237833,-0.42025712,-0.011092322,0.0011318207,0.045458104,-0.22487366,-0.29762524,-0.0795088,0.013933716,0.005641724,0.0014230958,9.716149,9.693221,0.046805553,0.3814061,0.015099758
-2.2190442,-9.028385,-1.6616162,-2.8395865,-8.99571,-1.9668384,-0.02281944,-0.011109959,-0.012167038,-0.07649526,-0.18336695,-0.24090822,0.008032398,0.0050772387,0.011047855,9.444409,9.636105,0.028145958,0.3122687,0.014572333
-1.7880125,-9.093813,-2.0415583,-2.2638674,-9.040545,-2.4726431,-0.013643783,0.005343155,2.323456E-4,-0.056919314,-0.5222586,-0.16001734,-0.013405274,0.014802857,0.004124756,9.490121,9.642122,0.014654558,0.5491806,0.020392144
-2.377295,-9.418247,-0.22053938,-2.905918,-9.237833,-0.42025712,-0.011092322,0.0011318207,0.045458104,-0.22487366,-0.29762524,-0.0795088,0.013933716,0.005641724,0.0014230958,9.716149,9.693221,0.046805553,0.3814061,0.015099758
-1.7880125,-9.093813,-2.0415583,-2.2638674,-9.040545,-2.4726431,-0.013643783,0.005343155,2.323456E-4,-0.056919314,-0.5222586,-0.16001734,-0.013405274,0.014802857,0.004124756,9.490121,9.642122,0.014654558,0.5491806,0.020392144
-2.2190442,-9.028385,-1.6616162,-2.8395865,-8.99571,-1.9668384,-0.02281944,-0.011109959,-0.012167038,-0.07649526,-0.18336695,-0.24090822,0.008032398,0.0050772387,0.011047855,9.444409,9.636105,0.028145958,0.3122687,0.014572333
-2.2190442,-9.028385,-1.6616162,-2.8395865,-8.99571,-1.9668384,-0.02281944,-0.011109959,-0.012167038,-0.07649526,-0.18336695,-0.24090822,0.008032398,0.0050772387,0.011047855,9.444409,9.636105,0.028145958,0.3122687,0.014572333
-1.7880125,-9.093813,-2.0415583,-2.2638674,-9.040545,-2.4726431,-0.013643783,0.005343155,2.323456E-4,-0.056919314,-0.5222586,-0.16001734,-0.013405274,0.014802857,0.004124756,9.490121,9.642122,0.014654558,0.5491806,0.020392144
-2.2190442,-9.028385,-1.6616162,-2.8395865,-8.99571,-1.9668384,-0.02281944,-0.011109959,-0.012167038,-0.07649526,-0.18336695,-0.24090822,0.008032398,0.0050772387,0.011047855,9.444409,9.636105,0.028145958,0.3122687,0.014572333
-1.7880125,-9.093813,-2.0415583,-2.2638674,-9.040545,-2.4726431,-0.013643783,0.005343155,2.323456E-4,-0.056919314,-0.5222586,-0.16001734,-0.013405274,0.014802857,0.004124756,9.490121,9.642122,0.014654558,0.5491806,0.020392144
-2.2190442,-9.028385,-1.6616162,-2.8395865,-8.99571,-1.9668384,-0.02281944,-0.011109959,-0.012167038,-0.07649526,-0.18336695,-0.24090822,0.008032398,0.0050772387,0.011047855,9.444409,9.636105,0.028145958,0.3122687,0.014572333
-1.7880125,-9.093813,-2.0415583,-2.2638674,-9.040545,-2.4726431,-0.013643783,0.005343155,2.323456E-4,-0.056919314,-0.5222586,-0.16001734,-0.013405274,0.014802857,0.004124756,9.490121,9.642122,0.014654558,0.5491806,0.020392144
-1.7880125,-9.093813,-2.0415583,-2.2638674,-9.040545,-2.4726431,-0.013643783,0.005343155,2.323456E-4,-0.056919314,-0.5222586,-0.16001734,-0.013405274,0.014802857,0.004124756,9.490121,9.642122,0.014654558,0.5491806,0.020392144
-2.2190442,-9.028385,-1.6616162,-2.8395865,-8.99571,-1.9668384,-0.02281944,-0.011109959,-0.012167038,-0.07649526,-0.18336695,-0.24090822,0.008032398,0.0050772387,0.011047855,9.444409,9.636105,0.028145958,0.3122687,0.014572333
-2.2190442,-9.028385,-1.6616162,-2.8395865,-8.99571,-1.9668384,-0.02281944,-0.011109959,-0.012167038,-0.07649526,-0.18336695,-0.24090822,0.008032398,0.0050772387,0.011047855,9.444409,9.636105,0.028145958,0.3122687,0.014572333
-1.7880125,-9.093813,-2.0415583,-2.2638674,-9.040545,-2.4726431,-0.013643783,0.005343155,2.323456E-4,-0.056919314,-0.5222586,-0.16001734,-0.013405274,0.014802857,0.004124756,9.490121,9.642122,0.014654558,0.5491806,0.020392144
-2.2190442,-9.028385,-1.6616162,-2.8395865,-8.99571,-1.9668384,-0.02281944,-0.011109959,-0.012167038,-0.07649526,-0.18336695,-0.24090822,0.008032398,0.0050772387,0.011047855,9.444409,9.636105,0.028145958,0.3122687,0.014572333
-2.4814508,-9.582674,-0.2613171,-2.9559476,-9.11838,-0.79264784,0.02304083,0.008623368,-9.061432E-4,-0.1729828,-0.7702448,-0.06080274,3.1530764E-4,-0.032426637,-0.010567506,9.902198,9.618251,0.024618356,0.7917683,0.034106575
-2.4814508,-9.582674,-0.2613171,-2.9559476,-9.11838,-0.79264784,0.02304083,0.008623368,-9.061432E-4,-0.1729828,-0.7702448,-0.06080274,3.1530764E-4,-0.032426637,-0.010567506,9.902198,9.618251,0.024618356,0.7917683,0.034106575
-2.4814508,-9.582674,-0.2613171,-2.9559476,-9.11838,-0.79264784,0.02304083,0.008623368,-9.061432E-4,-0.1729828,-0.7702448,-0.06080274,3.1530764E-4,-0.032426637,-0.010567506,9.902198,9.618251,0.024618356,0.7917683,0.034106575
-2.4814508,-9.582674,-0.2613171,-2.9559476,-9.11838,-0.79264784,0.02304083,0.008623368,-9.061432E-4,-0.1729828,-0.7702448,-0.06080274,3.1530764E-4,-0.032426637,-0.010567506,9.902198,9.618251,0.024618356,0.7917683,0.034106575
-2.4814508,-9.582674,-0.2613171,-2.9559476,-9.11838,-0.79264784,0.02304083,0.008623368,-9.061432E-4,-0.1729828,-0.7702448,-0.06080274,3.1530764E-4,-0.032426637,-0.010567506,9.902198,9.618251,0.024618356,0.7917683,0.034106575
-2.4814508,-9.582674,-0.2613171,-2.9559476,-9.11838,-0.79264784,0.02304083,0.008623368,-9.061432E-4,-0.1729828,-0.7702448,-0.06080274,3.1530764E-4,-0.032426637,-0.010567506,9.902198,9.618251,0.024618356,0.7917683,0.034106575
-2.1583745,-9.459015,-1.0679066,-2.4909828,-9.136237,-1.6030535,-0.008694437,0.029598627,0.014261707,-0.102217026,-0.34211618,-0.15090229,0.007989575,0.016734954,-0.0031527856,9.760736,9.604458,0.033986297,0.38763812,0.018810425
-2.4814508,-9.582674,-0.2613171,-2.9559476,-9.11838,-0.79264784,0.02304083,0.008623368,-9.061432E-4,-0.1729828,-0.7702448,-0.06080274,3.1530764E-4,-0.032426637,-0.010567506,9.902198,9.618251,0.024618356,0.7917683,0.034106575
-2.4814508,-9.582674,-0.2613171,-2.9559476,-9.11838,-0.79264784,0.02304083,0.008623368,-9.061432E-4,-0.1729828,-0.7702448,-0.06080274,3.1530764E-4,-0.032426637,-0.010567506,9.902198,9.618251,0.024618356,0.7917683,0.034106575
-2.1583745,-9.459015,-1.0679066,-2.4909828,-9.136237,-1.6030535,-0.008694437,0.029598627,0.014261707,-0.102217026,-0.34211618,-0.15090229,0.007989575,0.016734954,-0.0031527856,9.760736,9.604458,0.033986297,0.38763812,0.018810425
-2.1583745,-9.459015,-1.0679066,-2.4909828,-9.136237,-1.6030535,-0.008694437,0.029598627,0.014261707,-0.102217026,-0.34211618,-0.15090229,0.007989575,0.016734954,-0.0031527856,9.760736,9.604458,0.033986297,0.38763812,0.018810425
-2.1583745,-9.459015,-1.0679066,-2.4909828,-9.136237,-1.6030535,-0.008694437,0.029598627,0.014261707,-0.102217026,-0.34211618,-0.15090229,0.007989575,0.016734954,-0.0031527856,9.760736,9.604458,0.033986297,0.38763812,0.018810425
-2.1583745,-9.459015,-1.0679066,-2.4909828,-9.136237,-1.6030535,-0.008694437,0.029598627,0.014261707,-0.102217026,-0.34211618,-0.15090229,0.007989575,0.016734954,-0.0031527856,9.760736,9.604458,0.033986297,0.38763812,0.018810425
-2.1583745,-9.459015,-1.0679066,-2.4909828,-9.136237,-1.6030535,-0.008694437,0.029598627,0.014261707,-0.102217026,-0.34211618,-0.15090229,0.007989575,0.016734954,-0.0031527856,9.760736,9.604458,0.033986297,0.38763812,0.018810425
-2.1583745,-9.459015,-1.0679066,-2.4909828,-9.136237,-1.6030535,-0.008694437,0.029598627,0.014261707,-0.102217026,-0.34211618,-0.15090229,0.007989575,0.016734954,-0.0031527856,9.760736,9.604458,0.033986297,0.38763812,0.018810425
-2.1583745,-9.459015,-1.0679066,-2.4909828,-9.136237,-1.6030535,-0.008694437,0.029598627,0.014261707,-0.102217026,-0.34211618,-0.15090229,0.007989575,0.016734954,-0.0031527856,9.760736,9.604458,0.033986297,0.38763812,0.018810425
-2.08646,-9.471799,-0.74603635,-2.5642262,-9.165935,-1.4504541,0.043907903,-0.0050917515,-0.03659589,-0.10870911,-0.59351295,-0.17680652,0.0028463136,-0.0059825443,-0.0012612306,9.727531,9.627743,0.057385445,0.6287574,0.0067441114
-2.08646,-9.471799,-0.74603635,-2.5642262,-9.165935,-1.4504541,0.043907903,-0.0050917515,-0.03659589,-0.10870911,-0.59351295,-0.17680652,0.0028463136,-0.0059825443,-0.0012612306,9.727531,9.627743,0.057385445,0.6287574,0.0067441114
-2.08646,-9.471799,-0.74603635,-2.5642262,-9.165935,-1.4504541,0.043907903,-0.0050917515,-0.03659589,-0.10870911,-0.59351295,-0.17680652,0.0028463136,-0.0059825443,-0.0012612306,9.727531,9.627743,0.057385445,0.6287574,0.0067441114
-2.08646,-9.471799,-0.74603635,-2.5642262,-9.165935,-1.4504541,0.043907903,-0.0050917515,-0.03659589,-0.10870911,-0.59351295,-0.17680652,0.0028463136,-0.0059825443,-0.0012612306,9.727531,9.627743,0.057385445,0.6287574,0.0067441114
-2.08646,-9.471799,-0.74603635,-2.5642262,-9.165935,-1.4504541,0.043907903,-0.0050917515,-0.03659589,-0.10870911,-0.59351295,-0.17680652,0.0028463136,-0.0059825443,-0.0012612306,9.727531,9.627743,0.057385445,0.6287574,0.0067441114
-2.08646,-9.471799,-0.74603635,-2.5642262,-9.165935,-1.4504541,0.043907903,-0.0050917515,-0.03659589,-0.10870911,-0.59351295,-0.17680652,0.0028463136,-0.0059825443,-0.0012612306,9.727531,9.627743,0.057385445,0.6287574,0.0067441114
-2.08646,-9.471799,-0.74603635,-2.5642262,-9.165935,-1.4504541,0.043907903,-0.0050917515,-0.03659589,-0.10870911,-0.59351295,-0.17680652,0.0028463136,-0.0059825443,-0.0012612306,9.727531,9.627743,0.057385445,0.6287574,0.0067441114
-2.08646,-9.471799,-0.74603635,-2.5642262,-9.165935,-1.4504541,0.043907903,-0.0050917515,-0.03659589,-0.10870911,-0.59351295,-0.17680652,0.0028463136,-0.0059825443,-0.0012612306,9.727531,9.627743,0.057385445,0.6287574,0.0067441114
-1.9888017,-9.498137,-0.8137017,-2.5415905,-9.120972,-1.4389387,-0.04276375,0.006856018,0.0012724076,-0.071245976,-0.5475014,-0.2342964,0.004312256,0.009416871,0.006587525,9.738175,9.577178,0.04332854,0.59977376,0.0122747095
-1.9888017,-9.498137,-0.8137017,-2.5415905,-9.120972,-1.4389387,-0.04276375,0.006856018,0.0012724076,-0.071245976,-0.5475014,-0.2342964,0.004312256,0.009416871,0.006587525,9.738175,9.577178,0.04332854,0.59977376,0.0122747095
-1.9888017,-9.498137,-0.8137017,-2.5415905,-9.120972,-1.4389387,-0.04276375,0.006856018,0.0012724076,-0.071245976,-0.5475014,-0.2342964,0.004312256,0.009416871,0.006587525,9.738175,9.577178,0.04332854,0.59977376,0.0122747095
-1.9888017,-9.498137,-0.8137017,-2.5415905,-9.120972,-1.4389387,-0.04276375,0.006856018,0.0012724076,-0.071245976,-0.5475014,-0.2342964,0.004312256,0.009416871,0.006587525,9.738175,9.577178,0.04332854,0.59977376,0.0122747095
-1.9888017,-9.498137,-0.8137017,-2.5415905,-9.120972,-1.4389387,-0.04276375,0.006856018,0.0012724076,-0.071245976,-0.5475014,-0.2342964,0.004312256,0.009416871,0.006587525,9.738175,9.577178,0.04332854,0.59977376,0.0122747095
-1.9888017,-9.498137,-0.8137017,-2.5415905,-9.120972,-1.4389387,-0.04276375,0.006856018,0.0012724076,-0.071245976,-0.5475014,-0.2342964,0.004312256,0.009416871,0.006587525,9.738175,9.577178,0.04332854,0.59977376,0.0122747095
-1.9888017,-9.498137,-0.8137017,-2.5415905,-9.120972,-1.4389387,-0.04276375,0.006856018,0.0012724076,-0.071245976,-0.5475014,-0.2342964,0.004312256,0.009416871,0.006587525,9.738175,9.577178,0.04332854,0.59977376,0.0122747095
-1.9888017,-9.498137,-0.8137017,-2.5415905,-9.120972,-1.4389387,-0.04276375,0.006856018,0.0012724076,-0.071245976,-0.5475014,-0.2342964,0.004312256,0.009416871,0.006587525,9.738175,9.577178,0.04332854,0.59977376,0.0122747095
-2.0964472,-9.445889,-0.65781426,-2.5415905,-9.120972,-1.4389387,0.004330235,0.0029831547,-0.0025827808,-0.08142717,-0.70644575,-0.25218827,-0.023135154,7.388207E-4,-0.011898287,9.698073,9.577178,0.0058584046,0.75451636,0.026025956
-2.0964472,-9.445889,-0.65781426,-2.3737495,-9.125799,-1.6047093,0.004330235,0.0029831547,-0.0025827808,-0.08142717,-0.70644575,-0.25218827,-0.023135154,7.388207E-4,-0.011898287,9.698073,9.56504,0.0058584046,0.75451636,0.026025956
-2.0964472,-9.445889,-0.65781426,-2.3737495,-9.125799,-1.6047093,0.004330235,0.0029831547,-0.0025827808,-0.08142717,-0.70644575,-0.25218827,-0.023135154,7.388207E-4,-0.011898287,9.698073,9.56504,0.0058584046,0.75451636,0.026025956
-2.0964472,-9.445889,-0.65781426,-2.3737495,-9.125799,-1.6047093,0.004330235,0.0029831547,-0.0025827808,-0.08142717,-0.70644575,-0.25218827,-0.023135154,7.388207E-4,-0.011898287,9.698073,9.56504,0.0058584046,0.75451636,0.026025956
-2.0964472,-9.445889,-0.65781426,-2.3737495,-9.125799,-1.6047093,0.004330235,0.0029831547,-0.0025827808,-0.08142717,-0.70644575,-0.25218827,-0.023135154,7.388207E-4,-0.011898287,9.698073,9.56504,0.0058584046,0.75451636,0.026025956
-2.0964472,-9.445889,-0.65781426,-2.3737495,-9.125799,-1.6047093,0.004330235,0.0029831547,-0.0025827808,-0.08142717,-0.70644575,-0.25218827,-0.023135154,7.388207E-4,-0.011898287,9.698073,9.56504,0.0058584046,0.75451636,0.026025956
-2.0964472,-9.445889,-0.65781426,-2.3737495,-9.125799,-1.6047093,0.004330235,0.0029831547,-0.0025827808,-0.08142717,-0.70644575,-0.25218827,-0.023135154,7.388207E-4,-0.011898287,9.698073,9.56504,0.0058584046,0.75451636,0.026025956
-2.0964472,-9.445889,-0.65781426,-2.3737495,-9.125799,-1.6047093,0.004330235,0.0029831547,-0.0025827808,-0.08142717,-0.70644575,-0.25218827,-0.023135154,7.388207E-4,-0.011898287,9.698073,9.56504,0.0058584046,0.75451636,0.026025956
-2.1105475,-9.385565,-0.898094,-2.3737495,-9.125799,-1.6047093,0.030241897,-0.03129461,0.026012246,-0.16042066,-0.3206858,-0.12600599,-0.004525269,-0.0030338136,0.0052155764,9.661771,9.56504,0.05070071,0.380068,0.0075421697
-2.1105475,-9.385565,-0.898094,-2.2360306,-9.300857,-1.3858709,0.030241897,-0.03129461,0.026012246,-0.16042066,-0.3206858,-0.12600599,-0.004525269,-0.0030338136,0.0052155764,9.661771,9.665733,0.05070071,0.380068,0.0075421697
-2.1105475,-9.385565,-0.898094,-2.2360306,-9.300857,-1.3858709,0.030241897,-0.03129461,0.026012246,-0.16042066,-0.3206858,-0.12600599,-0.004525269,-0.0030338136,0.0052155764,9.661771,9.665733,0.05070071,0.380068,0.0075421697
-2.0374596,-9.512704,-0.6641223,-2.2360306,-9.300857,-1.3858709,-0.022016251,0.0029965516,-0.014814665,-0.17839393,-0.57002544,-0.23345289,-0.0019515381,-0.005343384,-0.011709473,9.751094,9.665733,0.026705224,0.6412906,0.0130181415
-2.1105475,-9.385565,-0.898094,-2.2360306,-9.300857,-1.3858709,0.030241897,-0.03129461,0.026012246,-0.16042066,-0.3206858,-0.12600599,-0.004525269,-0.0030338136,0.0052155764,9.661771,9.665733,0.05070071,0.380068,0.0075421697
-2.1105475,-9.385565,-0.898094,-2.2360306,-9.300857,-1.3858709,0.030241897,-0.03129461,0.026012246,-0.16042066,-0.3206858,-0.12600599,-0.004525269,-0.0030338136,0.0052155764,9.661771,9.665733,0.05070071,0.380068,0.0075421697
-2.1105475,-9.385565,-0.898094,-2.2360306,-9.300857,-1.3858709,0.030241897,-0.03129461,0.026012246,-0.16042066,-0.3206858,-0.12600599,-0.004525269,-0.0030338136,0.0052155764,9.661771,9.665733,0.05070071,0.380068,0.0075421697
-2.1105475,-9.385565,-0.898094,-2.2360306,-9.300857,-1.3858709,0.030241897,-0.03129461,0.026012246,-0.16042066,-0.3206858,-0.12600599,-0.004525269,-0.0030338136,0.0052155764,9.661771,9.665733,0.05070071,0.380068,0.0075421697
-2.1105475,-9.385565,-0.898094,-2.2360306,-9.300857,-1.3858709,0.030241897,-0.03129461,0.026012246,-0.16042066,-0.3206858,-0.12600599,-0.004525269,-0.0030338136,0.0052155764,9.661771,9.665733,0.05070071,0.380068,0.0075421697
-2.0374596,-9.512704,-0.6641223,-2.4288304,-9.185532,-1.3642904,-0.022016251,0.0029965516,-0.014814665,-0.17839393,-0.57002544,-0.23345289,-0.0019515381,-0.005343384,-0.011709473,9.751094,9.598672,0.026705224,0.6412906,0.0130181415
-2.0374596,-9.512704,-0.6641223,-2.4288304,-9.185532,-1.3642904,-0.022016251,0.0029965516,-0.014814665,-0.17839393,-0.57002544,-0.23345289,-0.0019515381,-0.005343384,-0.011709473,9.751094,9.598672,0.026705224,0.6412906,0.0130181415
-2.0374596,-9.512704,-0.6641223,-2.4288304,-9.185532,-1.3642904,-0.022016251,0.0029965516,-0.014814665,-0.17839393,-0.57002544,-0.23345289,-0.0019515381,-0.005343384,-0.011709473,9.751094,9.598672,0.026705224,0.6412906,0.0130181415
-2.0374596,-9.512704,-0.6641223,-2.4288304,-9.185532,-1.3642904,-0.022016251,0.0029965516,-0.014814665,-0.17839393,-0.57002544,-0.23345289,-0.0019515381,-0.005343384,-0.011709473,9.751094,9.598672,0.026705224,0.6412906,0.0130181415
-2.0374596,-9.512704,-0.6641223,-2.4288304,-9.185532,-1.3642904,-0.022016251,0.0029965516,-0.014814665,-0.17839393,-0.57002544,-0.23345289,-0.0019515381,-0.005343384,-0.011709473,9.751094,9.598672,0.026705224,0.6412906,0.0130181415
-2.0374596,-9.512704,-0.6641223,-2.4288304,-9.185532,-1.3642904,-0.022016251,0.0029965516,-0.014814665,-0.17839393,-0.57002544,-0.23345289,-0.0019515381,-0.005343384,-0.011709473,9.751094,9.598672,0.026705224,0.6412906,0.0130181415
-1.8689936,-9.624872,-0.7010298,-2.4288304,-9.185532,-1.3642904,0.024369737,-0.044196237,0.009307265,-0.15182313,-0.60971355,-0.22042201,0.0035111085,0.0064512943,0.0052667237,9.829687,9.598672,0.051320724,0.66587293,0.009038
-2.0374596,-9.512704,-0.6641223,-2.4288304,-9.185532,-1.3642904,-0.022016251,0.0029965516,-0.014814665,-0.17839393,-0.57002544,-0.23345289,-0.0019515381,-0.005343384,-0.011709473,9.751094,9.598672,0.026705224,0.6412906,0.0130181415
-1.8689936,-9.624872,-0.7010298,-2.3383293,-9.19404,-1.4284071,0.024369737,-0.044196237,0.009307265,-0.15182313,-0.60971355,-0.22042201,0.0035111085,0.0064512943,0.0052667237,9.829687,9.59367,0.051320724,0.66587293,0.009038
