,tbodyaccmeanx,tbodyaccmeany,tbodyaccmeanz,tgravityaccmeanx,tgravityaccmeany,tgravityaccmeanz,tbodyaccjerkmeanx,tbodyaccjerkmeany,tbodyaccjerkmeanz,tbodygyromeanx,tbodygyromeany,tbodygyromeanz,tbodygyrojerkmeanx,tbodygyrojerkmeany,tbodygyrojerkmeanz,tbodyaccmagmean,tgravityaccmagmean,tbodyaccjerkmagmean,tbodygyromagmean,tbodygyrojerkmagmean,activity
0,-0.9692499,-9.468499,-0.5100036,-1.5577531,-9.585428,-0.02572257,0.009871348,-0.017679676000000002,0.028021859,0.10774366,-0.1024728,-0.11381337,-0.0071435072,0.00029246014,0.012083465,9.531632,9.711215,0.034572233,0.18725078,0.014040134,3
1,3.587293,-8.754731,-1.8167051,0.6605179,-9.708326,1.2175816000000002,0.00094726565,0.00033610663,-0.0005746602999999999,0.0017724101,-0.0031092835,-0.0014856975,-0.000106557214,0.00022374472000000005,2.4820964e-05,9.634023,9.80665,0.0011578058,0.0038750973,0.0002490627,2
2,9.315892,3.1893477000000003,1.4913535,9.174136,3.1402278,1.4644378,4.6344718e-05,0.00013047516000000002,6.210563e-05,0.000100029836,-0.00024275346,-0.00013879333,-5.3174567e-06,2.1501020000000004e-05,1.0789043e-05,9.959012,9.80665,0.00015175215,0.00029698282000000003,2.4636814e-05,3
3,8.656231,-0.5184672,-5.0384154,8.493247,-0.51402074,-4.8730226,0.005752411,-0.0023750584,0.02158593,0.09011635,0.009131659,-0.055621196,-0.004878332,-0.00054108154,0.001953004,10.029196,9.805397,0.022465162,0.10629234,0.005282529,1
4,1.7452158,-9.4437895,-0.3997288,2.4228547,-9.318959,-1.2891856000000002,0.014669096,-0.013623671,0.010632208999999998,0.024056798,0.1002242,-0.025571601,-0.0016545504999999998,0.0054270425,0.0029918049,9.612009,9.714691,0.022667833,0.106195696,0.0064141424,3
5,8.597945,-0.5306555000000001,-5.1749163000000005,8.391605,-0.5168733,-5.048183,-0.0013244902,-0.00042470012,-0.00031724657000000003,-0.0004234314,0.0010787116,0.00017505222,-2.9669867e-05,-5.8915880000000015e-05,-2.9246012e-05,10.049179,9.806648,0.0014266358,0.0011719881,7.215754e-05,1
6,-1.6932728,-9.333788,0.5704199000000001,-1.7454008,-9.632384,0.5835163000000001,0.00030607797,-0.00034143068,0.00012742139,0.00043933108,-0.004949341,7.031250399999999e-05,0.00010229493,-0.00035791017999999995,0.0,9.50327,9.806618,0.00047591474,0.004969299,0.00037224178,2
7,1.8919648,-9.908563,0.060173824,1.9136755,-9.363123,-2.1438189,-0.020145189,-0.01679408,0.0065024435,-0.13284563,0.6656552,-0.089085944,-0.0041630557,-0.0033832705,-0.0047191163,10.087753,9.794191,0.027021315,0.68460286,0.007144761,3
8,-0.24732462,-9.511079,-0.3977383,-0.22529787,-9.640922,-0.60559255,-0.053272117,0.019627107,-0.0182539,0.12536976,0.6893334,-0.08224414,0.0016107179,-0.015322755,-0.005633179,9.522604,9.66255,0.059635114,0.7054518,0.016404692,3
9,-2.9230196,-9.364539,0.3747215,-2.5667857999999995,-9.450927,0.3706393,-0.0020118246,0.0013157173999999998,0.005463361700000001,0.010828315,0.041832153,0.0016386703,0.00020604582,0.0024070996,-0.00033452158,9.817284,9.800295,0.005968825,0.043241955,0.0024389522,3
10,9.007897,-0.13786666,-4.3916106,8.813106,-0.14397366,-4.298694,-0.0008040551,-1.9147821e-05,3.8643375e-05,-0.0005853898,-0.00037074945,0.0020880285,6.377391400000001e-05,-0.00025118314,-0.000196095,10.022348,9.806647,0.0008052109,0.0021999998,0.00032498204,1
11,9.677632,-1.2264882,-2.0557888,9.51684,-1.2278471000000002,-2.02242,6.808113e-05,-0.00044491992,0.0011292374,0.0062686433,0.011400395,0.011744613,1.6968488e-05,0.0002205903,4.6057245e-05,9.969308,9.80653,0.0012156339,0.017527146,0.00022598513,1
12,6.451688,-0.4688151,-7.7807455,6.253028,-0.4527192,-7.5408907,-0.00025899507000000003,0.00015736104,4.3510438000000014e-05,-0.00026452637000000005,-0.00043981936,0.00040808108,1.7089844e-05,8.520508e-05,-1.7089844e-05,10.118501,9.806648,0.00030616025,0.0006557022599999999,8.856653e-05,1
13,9.826151,-0.82936025,-0.8746886999999999,9.733739,-0.8094496,-0.87539095,1.5622094e-05,-0.0016566345,-0.0007768586,0.0042076404,0.017253276,0.0077384436,-2.4434612e-05,0.00017104227,6.5973516e-05,9.899806,9.806487,0.0018298062,0.019371713,0.00018494597,1
14,0.048410796,0.26843718,9.82081,0.04781885,0.2674911,9.802887,-4.9171867e-05,-0.00012763978,1.3717652e-05,-0.00013412966999999998,3.2117290000000004e-05,-9.229106e-05,8.6138325e-06,0.0,-8.6138325e-06,9.824597,9.806652,0.00013746985,0.00016595158,1.2181799e-05,2
15,-0.5837462,-9.4637,-0.85034585,-0.7961312,-9.512296,-1.335473,-0.03632293,0.0080700535,-0.00437803,-0.10148023,-0.28701124,-0.09410584,-0.015416505,-0.0041417237,0.006067749,9.519741,9.638521,0.037465293,0.31863709999999995,0.017077472,3
16,0.05104345,0.2678368,9.809602,0.052581828,0.26776463,9.802852,0.00019924912,0.00016021982,-0.0004465782,-5.3017826e-05,6.284552399999999e-05,6.569038e-05,1.8103648e-05,0.0,0.0,9.81339,9.806649,0.00051458983,0.00010524104,1.8103648e-05,2
17,-0.8723535,-9.565686,-0.56926495,-0.82488275,-9.483538,-2.2105925,0.00627964,0.0012534705,-0.013968008,0.11345323,0.62682784,-0.09762885,-0.009992465,-0.01857462,-0.003780956,9.622235,9.772648,0.015365882,0.64445025,0.021428054,3
18,0.05215114,0.26692325,9.815294,0.051479343,0.26658016,9.802891,-0.00013234238,-3.066167e-05,3.9595478e-05,5.8372065e-05,1.5834593e-06,-0.00010724338,-5.0382795999999985e-06,0.0,0.0,9.819061,9.80665,0.0001415007,0.00012211039,5.0382795999999985e-06,2
19,-0.30136234,-9.679273,-0.42794833,-0.47192344,-9.5985155,-0.40222806,-0.017072188000000002,-0.00035184480000000003,0.018021008,-0.12886976,0.4247819000000001,-0.04805347,0.018424805,0.015356813,0.0015510254,9.693414,9.618524,0.024826197,0.4464932,0.024035616,3
20,1.8571162,-9.621535,-0.21962461,1.3611053999999998,-9.555638,-0.1858488,0.01610361,0.0020913791,-0.007781500500000002,0.14405288,-0.42465538,-0.12020034,0.0015180206,0.0026578521,-0.0009320831,9.801584,9.653878,0.018006995,0.46425375,0.003199585,3
21,-0.67723596,-9.692947,-0.27920648,-0.5769001,-9.55613,-0.7848054,-0.011616343,-0.042368043,-0.0707605,0.01729313,0.52815443,-0.087156355,0.0047078286,0.004166511,-0.001065285,9.720589,9.605642,0.08328889,0.5355767,0.0063763857,3
22,-4.631282,-8.634212,0.30526865,-4.6512957,-8.629864999999999,0.2425239,-0.00087614683,-0.0005588739,-0.0012431534,0.0059098788,0.014401388,0.011354337,0.00023028652,8.4842424e-05,-3.1512805e-05,9.80263,9.806525,0.0016203097,0.019267788,0.00024743317000000005,2
23,-0.7181864,-10.204875,-1.5600546999999998,-1.8683119,-9.379517,-1.0235554,0.020672256,0.05400571,-0.012861968,-0.31187615,-0.8858611999999999,-0.21388787,-0.008391168000000001,-0.015366715,-0.0026897036,10.348383,9.618399,0.059240095,0.9632055,0.017713897,3
24,-0.6127069,-9.794241,0.33625707,0.045501508,-9.762591,0.91822094,-0.0026383507,0.00027050576,0.0026892172,0.009000564,0.1662014,-0.0010229567,0.0002472549700000001,0.0013841431,-0.00047754144,9.819146,9.805783,0.0037770302,0.16644807,0.0014849354,3
25,1.3884016,-9.552134,-0.09526246,1.6988965,-9.467723,0.18715593,-0.028218256,-0.012273736,-0.059221502,-0.040203147,0.64986974,-0.14229217,0.013323013,0.014154931,-0.009704172,9.652978,9.620762,0.06673905,0.6664789000000001,0.021726381,3
26,8.778094,-0.47798938,-4.8381267,8.579233,-0.47011685,-4.72717,-6.4341526e-05,-0.00031337593,0.00019920098,-4.27534e-05,-0.00041925683,0.00054399023,-9.536743e-05,9.479163e-05,7.3558884e-05,10.034485,9.80665,0.0003768625,0.0006881347999999999,0.00015326875,1
27,-0.44201118,-9.516803,-0.78793466,-0.83459544,-9.472379,-2.1199462,0.00469384,0.0003327612,-0.0053803567,0.02178188,-0.31872168,-0.09821295,-0.0025513370000000003,-0.005432255600000001,-0.000909289,9.559589,9.742519,0.007147804399999998,0.3342211,0.006070051999999999,3
28,0.6867251,-9.41058,1.3133532,0.71223533,-9.686987,1.3509645,0.0010330448,0.0002674135,-0.0004181742,-0.00040499962,0.0009237984,-0.0007009060400000001,-9.8397795e-06,-0.0004878534200000001,-3.9786933e-05,9.526568,9.806635,0.001146107,0.0012282905,0.0004895720599999999,2
29,8.463001,-0.58139336,-5.3929043,8.257324,-0.5687127,-5.2596126,1.3786316e-05,-1.982689e-06,0.00010876465,-0.0007337646700000001,0.00031616213,0.00064672856,-2.5512696e-05,-1.7089844e-05,-8.544922e-06,10.052055,9.806649,0.00010965283000000003,0.0010279235,3.187438e-05,1
30,9.261799,-1.7023753,2.5323265,9.226777,-1.5012503,2.9542751,0.001498931,-0.0009240382,0.0063295276,0.005526876,-0.001890772,0.029578483,-0.0005502638,0.0014980749,-0.00065692235,9.751495,9.803822,0.006569898,0.03014976,0.0017258521,1
31,8.966078,3.4032722,-2.883692,8.981591,2.984276,-2.5671227,-0.00802488,0.010372006,-0.0029001927,0.028539354,0.006007761,0.055654112,0.0017754375,-0.004739623,0.0012891466,10.014414,9.8063755,0.013430872,0.06283286,0.0052228444,1
32,-1.3649293,-9.807089,-0.7167529,-1.9908454,-9.302562,-1.3876158,-0.012430158,-0.047651798,-0.09829773,-0.10933869,-0.44050682,-0.19346175,0.007628779,0.011365705,0.013865686,9.9275255,9.613875,0.10994384,0.4933849,0.019484218,3
33,-1.7557638999999998,-9.321131,0.52101845,-1.816621,-9.621955,0.5367079,0.00074136065,7.403281e-05,-6.599195e-05,-0.00026419855,-0.0016020498000000002,0.00011997838,8.6138325e-06,-6.87876e-05,0.00010311988,9.49935,9.80664,0.0007479648299999999,0.0016281153,0.00012425634,2
34,7.0852426999999985,-6.833434,0.33564320000000003,7.044215,-6.813812,0.3435127,-0.0005252578,-0.0010030746,-0.0007363747000000001,0.003582112700000001,0.013360843999999998,0.007396356,-0.00059864816,-0.0008283325599999999,0.00018570312,9.849321,9.806478,0.0013506673000000002,0.015685974,0.0010387492,3
35,8.39141,-0.68687683,-5.493843599999999,8.184386,-0.67557925,-5.359994,-0.0039982335,0.0018241742,-0.0023664273,0.0014952383,0.002575659,0.0011366567,-0.00053258095,0.0004553025599999999,0.00029213197,10.053351,9.806637,0.0049913386,0.003187749,0.0007591337,1
36,9.439289,-1.5487821000000002,2.0553892,9.480825,-1.524889,1.988433,-0.0006950085000000001,-0.001207708,-0.00027277443,0.0058032204000000006,0.005662624000000001,0.012682728,7.2722220000000015e-06,-0.00027634375,0.00018422927,9.78384,9.806386,0.0014198596,0.015053048,0.00033220352,1
37,8.325633,-0.7496600999999999,-5.5813713,8.125111,-0.7280468000000001,-5.442154,0.0012643029,-0.0015989637,0.00092354126,-0.0026123293,0.00020500922,0.0006894757400000001,0.00047240718,-0.00036079652,-7.740143e-05,10.051361,9.806351,0.002237873,0.0027095517,0.0005994444400000001,1
38,0.049538832000000005,0.27106708,9.815356,0.051045615,0.27091040000000005,9.802775,-6.767151999999999e-05,8.692111e-06,-8.282380999999999e-05,0.00016425636999999998,-2.0823760000000006e-05,7.5665645e-05,0.0,0.0,-6.283031e-06,9.819223,9.806651,0.0001073069,0.0001820414,6.283031e-06,2
39,-0.4545121,5.1649113,8.4671,-0.3945639,5.11775,8.331027,-0.014726201,-0.008461029,-0.0020964204,0.0024891358,0.05096875,0.19599634,-0.0024885256,0.0010227051,0.0023862305,9.928478,9.785349,0.017112713,0.20253043,0.0035962176000000007,1
40,-2.377295,-9.418247,-0.22053938,-2.905918,-9.237833,-0.42025712,-0.011092322,0.0011318207,0.045458104000000006,-0.22487366,-0.29762524,-0.0795088,0.013933716,0.005641724,0.0014230958,9.716149,9.693221,0.046805553,0.3814061,0.015099758,3
41,9.831681,-0.8481144,-0.82798153,9.735917,-0.8399773000000001,-0.82090354,0.0004866918,-0.00078330707,0.0003591445,0.005478239,0.017287489,0.008784242,2.6878057e-05,0.00018570303,-5.8643083e-05,9.902869,9.806504,0.0009896584,0.020150218,0.00019658855,1
42,0.04051777,4.964771,8.602973,-0.0011403462,4.8842006,8.502322,-0.0013010703,-0.00020322419,-0.0007467499000000001,0.006657715,-0.0026102297,0.012417725,0.00053686526,9.375e-05,6.811524e-05,9.932861,9.80535,0.0015138426,0.014329633,0.0005492295,2
